category,text,source
Limitation of Liability,"in no event shall rovio 's , rovio 's affiliates ' , rovio 's licensors ' or channel partners ' liability for all damages ( except as required by applicable law ) exceed the actual price paid by you for use of the rovio services or five euros ( eur 5 ) , whichever less .",LexGLUE_UnfairToS
Content Removal,"rovio reserves the right , at its discretion , to change , modify , add or remove portions of this eula by posting the updated eula on rovio 's website .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,you will be deemed to have accepted such changes by continuing to use the rovio services .,LexGLUE_UnfairToS
Arbitration,this eula will be governed by the laws of finland without reference to its choice of law rules .,LexGLUE_UnfairToS
Exclusion of Liability,"any dispute , controversy or claim arising out of or relating to this eula or the breach , termination or validity thereof shall be finally settled at rovio 's discretion ( i ) at your domicile 's competent courts ; or ( ii ) by arbitration in accordance with the rules for expedited arbitration of the arbitration institute of the finland chamber of commerce .",LexGLUE_UnfairToS
Exclusion of Liability,"the arbitration shall be conducted in helsinki , finland , in the english language .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"by using the services , you hereby acknowledge and agree that you have read and understand this agreement and agree to be legally bound by it .",LexGLUE_UnfairToS
Exclusion of Liability,"these terms contain a binding arbitration agreement and class action waiver , which state that you and onavo agree to resolve certain disputes through binding individual arbitration and give up any right to have those disputes decided by a judge or jury .",LexGLUE_UnfairToS
Contract Termination,"should onavo become aware that you have violated section 4.2 above , onavo shall be entitled , at its own discretion , to remove the content in violation immediately , terminate your user account under section 9 below and/or notify the relevant authorities .",LexGLUE_UnfairToS
Unilateral Change,"onavo may terminate this agreement , or terminate or suspend your access to any of the services at any time , with or without cause , with or without notice .",LexGLUE_UnfairToS
Unilateral Change,"upon such termination or suspension , your right to use the services will immediately cease .",LexGLUE_UnfairToS
Unilateral Change,"any unauthorized use of the services or other failure by you to comply with the terms of this agreement will be deemed a material breach of this agreement and will entitle onavo , without derogating from any other remedies available to it , to immediately suspend or terminate this agreement with no liability to you .",LexGLUE_UnfairToS
Content Removal,"onavo reserves the right to make corrections , modifications , enhancements , improvements and other changes to the services at any time or to discontinue the services without notice .",LexGLUE_UnfairToS
Limitation of Liability,"in no event shall onavo be liable to anyone for any indirect , punitive , special , exemplary , incidental , consequential or other damages of any type or kind ( including loss of data , revenue , profits , use or other economic advantage ) arising out of , or in any way connected with the services , including but not limited to the use or inability to use the services , or for any content obtained from or through the services , any interruption , inaccuracy , error or omission , even if onavo has been previously advised of the possibility of such damages .",LexGLUE_UnfairToS
Limitation of Liability,"insofar as the services utilize components or functions operated or managed by third parties , onavo will not be liable for any form of liability , including , but not limited to any direct or indirect damage , pecuniary or otherwise , arising from the use of , reliance on , or in connection with , such third parties ' components and functions .",LexGLUE_UnfairToS
Limitation of Liability,"we will not be liable , directly or indirectly , for any damage or loss caused or alleged to be caused by or in connection with your use of or reliance on any such content , goods or services available on or through any third party websites , content or mobile application .",LexGLUE_UnfairToS
Content Removal,onavo reserves the right to modify the terms and conditions of this agreement or its policies relating to the services at any time .,LexGLUE_UnfairToS
Choice of Law / Jurisdiction,continued use of the services after any such changes shall constitute your consent to such changes .,LexGLUE_UnfairToS
Arbitration,"this agreement , as well as any dispute , claim or controversy ( `` claim '' ) that may arise between you and onavo , shall be exclusively governed by the laws of california , united states , without regard to the choice or conflicts of law provisions thereof .",LexGLUE_UnfairToS
Exclusion of Liability,"except for any claim relating to your or our intellectual property ( such as trademarks , trade dress , domain names , trade secrets , copyrights and patents ) ( `` excluded disputes '' ) , you and onavo agree to resolve through final and binding arbitration any claim between you and onavo , including its affiliates , officers , directors , employees and agents and its affiliates ' officers , directors , employees and agents ( whether or not such dispute also involves a third party ) , regarding any aspect of your relationship with us , including these terms , your use of any of onavo 's services , your rights of privacy and/or publicity , or any contacts you may have with us , directly or indirectly , for any reason ( `` dispute '' ) .",LexGLUE_UnfairToS
Unilateral Termination,"if you opt out of the arbitration agreement , if the arbitration agreement is found by a court to be unenforceable , if your claim is an excluded dispute , or if you neither are a resident of nor have a principal place of business in the us or canada , you agree to resolve any claim you have with us arising out of or relating to these terms or onavo exclusively in a state or federal court located in san mateo county , california , united states and to submit to the personal jurisdiction of the courts located in san mateo county , california , united states for purpose of litigating all such claims .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"by downloading , installing and using the service , the licensee agrees to the terms and conditions of these terms of use which shall bind the licensee .",LexGLUE_UnfairToS
Content Removal,"1.3 the licensor reserves the right to change , suspend , remove or disable access to the service at any time without notice .",LexGLUE_UnfairToS
Limitation of Liability,"in no event shall the licensor be liable for the removal or disabling of , or for imposing limits on , access to or use of the service .",LexGLUE_UnfairToS
Limitation of Liability,"6.3 to the extent not prohibited by law , in no event shall the licensor be liable for personal injury , or any incidental , special , indirect , consequential or punitive damages whatsoever , including , without limitation :",LexGLUE_UnfairToS
Limitation of Liability,"arising out of or related to the licensee 's use or inability to use the service , however caused , whether in contract , tort or otherwise and even if the licensor has been advised of the possibility of such damages .",LexGLUE_UnfairToS
Limitation of Liability,6.4 in no event shall the licensor 's total liability to the licensee for all damages exceed the amount of fifty euros ( $ 50.00 ) .,LexGLUE_UnfairToS
Unilateral Change,the licensee 's rights under the license shall terminate automatically without notice from the licensor if the licensee fails to comply with any term or condition of these terms of use .,LexGLUE_UnfairToS
Arbitration,"9.3 the laws of finland , excluding its conflict of law rules , govern these terms of use and the licensee 's use of the service .",LexGLUE_UnfairToS
Arbitration,"the licensee 's use of the service may also be subject to other local , state , national or international laws .",LexGLUE_UnfairToS
Unilateral Termination,"to the extent not prohibited by applicable law , the courts of finland shall have jurisdiction .",LexGLUE_UnfairToS
Content Removal,10.1 the licensor is entitled to revise these terms of use at any time .,LexGLUE_UnfairToS
Content Removal,"the licensor shall notify the licensee of any revisions with reasonable notice , at the licensor 's sole discretion , through the service , by e-email , via an online service or otherwise , or using any combination of the foregoing .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"by installing , accessing or otherwise using the service you acknowledge and warrant that you hereby consent to be bound by the terms of this agreement , and to the terms of the privacy policy ( available at : sync.me / privacy ) , which is incorporated herein by reference .",LexGLUE_UnfairToS
Unilateral Change,"we are entitled , without any liability , to refuse , restrict , limit , suspend and/or interfere or interrupt the service or any part thereof , without any notice to you for the repair , improvement , and/or upgrade of the service or for any of the reasons for termination as mentioned below .",LexGLUE_UnfairToS
Limitation of Liability,"you hereby expressly agree , that to the fullest extent not prohibited by the applicable law , that :",LexGLUE_UnfairToS
Limitation of Liability,"the company does not warrant , endorse and will not be liable to any damage or claim for any user submissions , including without limitation , its accuracy , engagement with commercial activity , spam , or any attempts to defraud or manipulate other users with deceptive means or misrepresentation .",LexGLUE_UnfairToS
Limitation of Liability,"you hereby expressly agree , that to the fullest extent not prohibited by the applicable law , that the company shall not be liable , in any event , for :",LexGLUE_UnfairToS
Limitation of Liability,"any direct , indirect , special , incidental , consequential or exemplary damages , under any theory of liability , including but not limited to contract , tort ( including negligence ) , damages for loss of data , profits and goodwill , arising out of the use , misuse or inability to use the service , or by any form of malware , whether or not the company was or should have been aware or advised of the possibility of such damages ;",LexGLUE_UnfairToS
Limitation of Liability,"any information stored , processed or transmitted via the service , including user submissions ;",LexGLUE_UnfairToS
Limitation of Liability,"the validity , correctness or accurateness of any content disseminated , provided or otherwise delivered in connection with your use of the service .",LexGLUE_UnfairToS
Arbitration,this agreement is governed by and construed in accordance with the laws of the state of israel without giving effect to any principles of conflicts of law .,LexGLUE_UnfairToS
Exclusion of Liability,"you hereby agree that all disputes between you and the company ( whether or not such dispute involves a third party ) arising out of or in connection with your relationship with the company , including without limitation disputes related to the terms of this agreement or the privacy policy , your use of the service , and/or rights of privacy and/or publicity , will be finally settled by binding , individual arbitration under the rules of arbitration of the international chamber of commerce by one arbitrator appointed in accordance with the said rules .",LexGLUE_UnfairToS
Unilateral Change,if you repeatedly infringe third parties ' ip your access to the service may be restricted or blocked at the company 's sole discretion .,LexGLUE_UnfairToS
Contract Termination,"the company reserves the right ( but has no obligation ) , at its sole discretion and without prior notice to :",LexGLUE_UnfairToS
Contract Termination,"terminate your account or your access to the service , for any reason , or where it determined that you have breached any of the terms of this agreement or of the privacy policy .",LexGLUE_UnfairToS
Contract Termination,"monitor or review any content submitted by you in connection with the service , reject any content submitted or remove any content from the service , or refuse your requests in connection with the service .",LexGLUE_UnfairToS
Content Removal,"the company reserves the right , at its sole discretion , to periodically amend or revise the terms of this agreement ; material changes will be effective immediately upon the publication of the amended agreement .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"your continued use of the service , following the amendment of the agreement , constitutes your acknowledgement and consent of such amendments to the agreement .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"by using our services , you are agreeing to these terms .",LexGLUE_UnfairToS
Unilateral Change,we may suspend or stop providing our services to you if you do not comply with our terms or policies or if we are investigating suspected misconduct .,LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"by using our services , you agree that google can use such data in accordance with our privacy policies .",LexGLUE_UnfairToS
Unilateral Change,"google may also stop providing services to you , or add or create new limits to our services at any time .",LexGLUE_UnfairToS
Limitation of Liability,"when permitted by law , google , and google 's suppliers and distributors , will not be responsible for lost profits , revenues , or data , financial losses or indirect , special , consequential , exemplary , or punitive damages .",LexGLUE_UnfairToS
Limitation of Liability,"to the extent permitted by law , the total liability of google , and its suppliers and distributors , for any claims under these terms , including for any implied warranties , is limited to the amount you paid us to use the services ( or , if we choose , to supplying you the services again ) .",LexGLUE_UnfairToS
Limitation of Liability,"in all cases , google , and its suppliers and distributors , will not be liable for any loss or damage that is not reasonably foreseeable .",LexGLUE_UnfairToS
Content Removal,"we may modify these terms or any additional terms that apply to a service to , for example , reflect changes to the law or changes to our services .",LexGLUE_UnfairToS
Arbitration,"the laws of california , u.s.a. , excluding california 's conflict of laws rules , will apply to any disputes arising out of or relating to these terms or the services .",LexGLUE_UnfairToS
Unilateral Termination,"all claims arising out of or relating to these terms or the services will be litigated exclusively in the federal or state courts of santa clara county , california , usa , and you and google consent to personal jurisdiction in those courts .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"by using or accessing the facebook services , you agree to this statement , as updated from time to time in accordance with section 13 below .",LexGLUE_UnfairToS
Contract Termination,"if you select a username or similar identifier for your account or page , we reserve the right to remove or reclaim it if we believe it is appropriate ( such as when a trademark owner complains about a username that does not closely relate to a user 's actual name ) .",LexGLUE_UnfairToS
Contract Termination,we can remove any content or information you post on facebook if we believe that it violates this statement or our policies .,LexGLUE_UnfairToS
Unilateral Change,"if you repeatedly infringe other people 's intellectual property rights , we will disable your account when appropriate .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"if you make a payment on facebook , you agree to our payments terms unless it is stated that other terms apply .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"your continued use of the facebook services , following notice of the changes to our terms , policies or guidelines , constitutes your acceptance of our amended terms , policies or guidelines .",LexGLUE_UnfairToS
Unilateral Change,"if you violate the letter or spirit of this statement , or otherwise create risk or possible legal exposure for us , we can stop providing all or part of facebook to you .",LexGLUE_UnfairToS
Unilateral Termination,"you will resolve any claim , cause of action or dispute ( claim ) you have with us arising out of or relating to this statement or facebook exclusively in the u.s. district court for the northern district of california or a state court located in san mateo county , and you agree to submit to the personal jurisdiction of such courts for the purpose of litigating all such claims .",LexGLUE_UnfairToS
Arbitration,"the laws of the state of california will govern this statement , as well as any claim that might arise between you and us , without regard to conflict of law provisions .",LexGLUE_UnfairToS
Limitation of Liability,"we will not be liable to you for any lost profits or other consequential , special , indirect , or incidental damages arising out of or in connection with this statement or facebook , even if we have been advised of the possibility of such damages .",LexGLUE_UnfairToS
Limitation of Liability,our aggregate liability arising out of this statement or facebook will not exceed the greater of one hundred dollars ( $ 100 ) or the amount you have paid us in the past twelve months .,LexGLUE_UnfairToS
Limitation of Liability,"in such cases , facebook 's liability will be limited to the fullest extent permitted by applicable law .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"by using or accessing facebook services , you agree that we can collect and use such content and information in accordance with the data policy as amended from time to time .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"by registering for and/or using the service in any manner , including but not limited to visiting or browsing the site , you agree to all of the terms and conditions contained herein ( `` terms of use '' ) , and all other operating rules , policies and procedures that may be published from time to time on the site by vivino , each of which is incorporated by reference and each of which may be updated by vivino from time to time without notice to you in accordance with the terms set out under the `` modification of terms of use '' section below .",LexGLUE_UnfairToS
Contract Termination,"vivino reserves the right to refuse registration of , or cancel a user name in its sole discretion .",LexGLUE_UnfairToS
Limitation of Liability,you acknowledge that all content accessed by you using the service is at your own risk and you will be solely responsible and liable for any damage or loss to you or any other party resulting therefrom .,LexGLUE_UnfairToS
Limitation of Liability,you understand that all information publicly posted or privately transmitted through the site is the sole responsibility of the person from which such content originated ; that vivino will not be liable for any errors or omissions in any content ; and that vivino can not guarantee the identity of any other users with whom you may interact in the course of using the service .,LexGLUE_UnfairToS
Contract Termination,"however , vivino reserves the right to ( i ) remove , suspend , edit or modify any content in its sole discretion , including without limitation any user submissions at any time , without notice to you and for any reason ( including , but not limited to , upon receipt of claims or allegations from third parties or authorities relating to such content or if vivino is concerned that you may have violated these terms of use ) , or for no reason at all and ( ii ) to remove , suspend or block any user submissions from the service .",LexGLUE_UnfairToS
Unilateral Change,"vivino may terminate your access to all or any part of the service at any time , with or without cause , with or without notice , effective immediately , which may result in the forfeiture and destruction of all information associated with your membership .",LexGLUE_UnfairToS
Limitation of Liability,you release vivino from all liability for you having acquired or not acquired content through the service .,LexGLUE_UnfairToS
Limitation of Liability,"all liability of vivino , its directors , employees , agents , representatives , partners , suppliers or content providers howsoever arising for any loss suffered as a result of your use the site , service , content , user submissions or add-to link is expressly excluded to the fullest extent permitted by law , save that , if a court of competent jurisdiction determines that liability of vivino , its directors , employees , agents , representatives , partners , suppliers or content providers ( as applicable ) has arisen , the total of such liability shall be limited in aggregate to one hundred us dollars ( $ 100 ) .",LexGLUE_UnfairToS
Limitation of Liability,"in no event shall vivino , nor its directors , employees , agents , representatives , partners , suppliers or content providers , be liable under contract , tort , strict liability , negligence or any other legal or equitable theory or otherwise ( and whether or not vivino , its directors , employees , agents , representatives , partners , suppliers or content providers had prior knowledge of the circumstances giving rise to such loss or damage ) with respect to the site , service , content , user submissions or add-to link for :",LexGLUE_UnfairToS
Limitation of Liability,cost of procurement of substitue goods or services .,LexGLUE_UnfairToS
Arbitration,"these terms of use shall be governed by and construed in accordance with the laws of the state of new york , excluding its conflicts of law rules , and the united states of america .",LexGLUE_UnfairToS
Exclusion of Liability,"any dispute arising from or relating to the subject matter of these terms of use shall be finally settled by arbitration in new york county , new york , using the english language in accordance with the arbitration rules and procedures of jams then in effect , by one commercial arbitrator with substantial experience in resolving intellectual property and commercial contract disputes , who shall be selected from the appropriate list of jams arbitrators in accordance with the arbitration rules and procedures of jams .",LexGLUE_UnfairToS
Unilateral Termination,"for all purposes of these terms of use , the parties consent to exclusive jurisdiction and venue in the united states federal courts or state courts located in the southern district of new york .",LexGLUE_UnfairToS
Arbitration,"solely in respect of users located in the eea and/or australia , the following governing law provisions shall apply : these terms of use and any disputes or claims arising out of or in connection with it shall be governed by , and construed in accordance with , the laws of england .",LexGLUE_UnfairToS
Unilateral Termination,all disputes or claims arising out of or relating to these terms of use shall be subject to the exclusive jurisdiction of the english courts to which the parties irrevocably submit .,LexGLUE_UnfairToS
Content Removal,"vivino reserves the right , at its sole discretion , to modify or replace any of these terms of use , or change , suspend , or discontinue the service ( including without limitation , the availability of any feature , database , or content ) at any time by posting a notice on the site or by sending you notice through the service or via email .",LexGLUE_UnfairToS
Limitation of Liability,vivino may also impose limits on certain features and services or restrict your access to parts or all of the service without notice or liability .,LexGLUE_UnfairToS
Choice of Law / Jurisdiction,your continued use of the service following the posting of any changes to these terms of use constitutes acceptance of those changes .,LexGLUE_UnfairToS
Limitation of Liability,"vivino shall not be liable for any failure to perform its obligations hereunder where such failure results from any cause beyond vivino 's reasonable control , including , without limitation , mechanical , electronic or communications failure or degradation ( including `` line-noise '' interference ) .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"by visiting our website and accessing the information , resources , services , products , and tools we provide , you understand and agree to accept and adhere to the following terms and conditions as stated in this policy ( hereafter referred to as ` user agreement ' ) , along with the terms and conditions as stated in our privacy policy ( please refer to the privacy policy section below for more information ) .",LexGLUE_UnfairToS
Content Removal,we reserve the right to change this user agreement from time to time without notice .,LexGLUE_UnfairToS
Content Removal,you acknowledge and agree that it is your responsibility to review this user agreement periodically to familiarize yourself with any modifications .,LexGLUE_UnfairToS
Choice of Law / Jurisdiction,your continued use of this site after such modifications will constitute acknowledgment and agreement of the modified terms and conditions .,LexGLUE_UnfairToS
Contract Termination,"we have the right at our sole discretion to remove any content that , we feel in our judgment does not comply with this user agreement , along with any content that we feel is otherwise offensive , harmful , objectionable , inaccurate , or violates any 3rd party copyrights or trademarks .",LexGLUE_UnfairToS
Limitation of Liability,we do not assume any liability for any content posted by you or any other 3rd party users of our website .,LexGLUE_UnfairToS
Limitation of Liability,"in conjunction with the limitation of warranties as explained above , you expressly understand and agree that any claim against us shall be limited to the amount you paid , if any , for use of products and/or services .",LexGLUE_UnfairToS
Limitation of Liability,"atlas solutions group inc. will not be liable for any direct , indirect , incidental , consequential or exemplary loss or damages which may be incurred by you as a result of using our resources , or as a result of any changes , data loss or corruption , cancellation , loss of access , or downtime to the full extent that applicable limitation of liability laws apply .",LexGLUE_UnfairToS
Unilateral Change,"you agree that we may , at our sole discretion , suspend or terminate your access to all or part of our website and resources with or without notice and for any reason , including , without limitation , breach of this user agreement .",LexGLUE_UnfairToS
Unilateral Change,"any suspected illegal , fraudulent or abusive activity may be grounds for terminating your relationship and may be referred to appropriate law enforcement authorities .",LexGLUE_UnfairToS
Contract Termination,"upon suspension or termination , your right to use the resources we provide will immediately cease , and we reserve the right to remove or delete any information that you may have on file with us , including any account or login information .",LexGLUE_UnfairToS
Arbitration,"as each country has laws that may differ from those of ca , by accessing our website , you agree that the statutes and laws of ca , without regard to the conflict of laws and the united nations convention on the international sales of goods , will apply to all matters relating to the use of this website and the purchase of any products or services through this site .",LexGLUE_UnfairToS
Unilateral Termination,"furthermore , any action to enforce this user agreement shall be brought in the federal or state courts located in us , ca you hereby agree to personal jurisdiction by such courts , and waive any jurisdictional , venue , or inconvenient forum objections to such courts .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"by using our services , you 're agreeing to be bound by these terms , our privacy policy and acceptable use policy .",LexGLUE_UnfairToS
Contract Termination,we reserve the right to delete or disable content alleged to be infringing and terminate accounts of repeat infringers .,LexGLUE_UnfairToS
Content Removal,"if you do n't pay for your paid account on time , we reserve the right to suspend it or reduce your storage to free space levels .",LexGLUE_UnfairToS
Content Removal,we may change the fees in effect but will give you advance notice of these changes via a message to the email address associated with your account .,LexGLUE_UnfairToS
Unilateral Change,"we reserve the right to suspend or terminate your access to the services with notice to you if : ( a ) you 're in breach of these terms , ( b ) you 're using the services in a manner that would cause a real risk of harm or loss to us or other users , or ( c ) you do n't have a paid account and have n't accessed our services for 12 consecutive months .",LexGLUE_UnfairToS
Unilateral Change,"if after such notice you fail to take the steps we ask of you , we 'll terminate or suspend your access to the services .",LexGLUE_UnfairToS
Unilateral Change,"we wo n't provide notice before termination where : ( a ) you 're in material breach of these terms , ( b ) doing so would cause us legal liability or compromise our ability to provide the services to our other users , or ( c ) we 're prohibited from doing so by law .",LexGLUE_UnfairToS
Limitation of Liability,"in countries where the following types of exclusions are n't allowed , we 're responsible to you only for losses and damages that are a reasonably foreseeable result of our failure to use reasonable care and skill or our breach of our contract with you .",LexGLUE_UnfairToS
Limitation of Liability,"in countries where exclusions or limitations of liability are allowed , dropbox , its affiliates , suppliers or distributors wo n't be liable for : i ) any indirect , special , incidental , punitive , exemplary or consequential damages , or ii ) any loss of use , data , business , or profits , regardless of legal theory .",LexGLUE_UnfairToS
Limitation of Liability,these exclusions or limitations will apply regardless of whether or not dropbox or any of its affiliates has been warned of the possibility of such damages .,LexGLUE_UnfairToS
Limitation of Liability,"other than for the types of liability we can not limit by law ( as described in this section ) , we limit our liability to you to the greater of $ 20 usd or 100 % of any amount you 've paid under your current service plan with dropbox .",LexGLUE_UnfairToS
Unilateral Termination,"you and dropbox agree that any judicial proceeding to resolve claims relating to these terms or the services will be brought in the federal or state courts of san francisco county , california , subject to the mandatory arbitration provisions below .",LexGLUE_UnfairToS
Unilateral Termination,both you and dropbox consent to venue and personal jurisdiction in such courts .,LexGLUE_UnfairToS
Exclusion of Liability,"you and dropbox agree to resolve any claims relating to these terms or the services through final and binding arbitration by a single arbitrator , except as set forth under exceptions to agreement to arbitrate below .",LexGLUE_UnfairToS
Unilateral Termination,"if the agreement to arbitrate is found not to apply to you or your claim , you agree to the exclusive jurisdiction of the state and federal courts in san francisco county , california to resolve your claim .",LexGLUE_UnfairToS
Arbitration,these terms will be governed by california law except for its conflicts of laws principles .,LexGLUE_UnfairToS
Content Removal,"we may revise these terms from time to time to better reflect : ( a ) changes to the law , ( b ) new regulatory requirements , or ( c ) improvements or enhancements made to our services .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"by continuing to use or access the services after the updates come into effect , you agree to be bound by the revised terms .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"by installing or otherwise accessing or using the service , you agree that you have read , understood , and agree to be bound by this eula .",LexGLUE_UnfairToS
Exclusion of Liability,disputes arising hereunder will be resolved by binding arbitration .,LexGLUE_UnfairToS
Content Removal,"you understand and agree that the company may change this eula at any time without prior notice ; provided that the company will endeavor to provide you with prior notice of any material changes that may apply to you , including through the posting of a revised eula that you may be required to accept in order to continue using the service .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,any use of the service after such date will constitute your acceptance of such revised eula .,LexGLUE_UnfairToS
Contract Termination,"we reserve the right to disallow , cancel , remove , or reassign certain usernames and permalinks in appropriate circumstances , as determined by us in our sole discretion , and may , with or without prior notice , suspend or terminate your account if activities occur on your account which , in our sole discretion , would or might constitute a violation of this eula , cause damage to or impair the service , infringe or violate any third party rights , or violate any applicable laws or regulations .",LexGLUE_UnfairToS
Contract Termination,"the company does not pre-screen any user content , but reserves the right to remove , disallow , block or delete any user content in its sole discretion .",LexGLUE_UnfairToS
Contract Termination,"in addition , we have the right -- but not the obligation -- in our sole discretion to remove , disallow , block or delete any user content ( i ) that we consider to violate this eula , applicable law or otherwise constitute objectionable content ( defined in section 5 .",LexGLUE_UnfairToS
Contract Termination,"i below ) ; or ( ii ) in response to complaints from other users or licensors of any company content , with or without notice and without any liability to you .",LexGLUE_UnfairToS
Limitation of Liability,"the company does not guarantee the accuracy , integrity , appropriateness or quality of any user content , and under no circumstances will the company be liable in any way for any user content .",LexGLUE_UnfairToS
Contract Termination,"the company may terminate , suspend , warn or take other appropriate actions against users for posting objectionable content to the service , including , but not limited to , the removal of all user content uploaded to the service by a user .",LexGLUE_UnfairToS
Limitation of Liability,"for the avoidance of doubt , the company will not be liable for any unauthorized use of user content by any user .",LexGLUE_UnfairToS
Content Removal,"the company may modify , revalue , or make gifts more or less common , valuable , effective , or functional .",LexGLUE_UnfairToS
Limitation of Liability,"likewise , except as set forth in this section or as required by applicable law , the company is not responsible for repairing or replacing your gifts , or providing you with any credit or refund or any other sum , in the event of : ( i ) the company 's change , suspension or termination of any gifts ; or ( ii ) for loss or damage due to service error , or any other reason .",LexGLUE_UnfairToS
Limitation of Liability,the company reserves the right to terminate gifts for cause immediately at its sole discretion without advance notice or liability .,LexGLUE_UnfairToS
Contract Termination,"the company 's intellectual property policy is to ( i ) remove or disable access to material that the company believes in good faith , upon notice from an intellectual property owner or his or her agent , is infringing the intellectual property of a third party by being made available through the service ; and ( ii ) remove any user content uploaded to the service by `` repeat infringers . ''",LexGLUE_UnfairToS
Unilateral Change,"the company has discretion , however , to terminate the account of any user after receipt of a single notification of claimed infringement or upon the company 's own determination .",LexGLUE_UnfairToS
Unilateral Change,accounts of users may be terminated immediately in the event of any unauthorized posting of pre-release sr samples .,LexGLUE_UnfairToS
Exclusion of Liability,"the company ( and its respective corporate parents , subsidiaries , affiliates , predecessors in interest , successors , permitted assigns ) , you and any other parties on whose behalf you are accessing the service agree to arbitration ( except for matters that may be taken to small claims court ) , as the exclusive form of dispute resolution except as provided for below , for all disputes and claims arising out of or relating to this eula or the service .",LexGLUE_UnfairToS
Limitation of Liability,"the company parties will not be subject to liability for the truth , accuracy or completeness of any content on the service or any other information conveyed to any user , or for errors , mistakes or omissions therein , or for any delays or interruptions of the data , or information stream from whatever cause .",LexGLUE_UnfairToS
Limitation of Liability,"in no event will any company party be liable for any special , indirect , punitive , incidental or consequential damages , lost profits , or damages resulting from lost data or business interruption resulting from , or in connection with , the use or inability to use the service and any content thereon , whether based on warranty , contract , tort ( including negligence ) , or any other legal theory , even if such company party has been advised of the possibility of such damages .",LexGLUE_UnfairToS
Limitation of Liability,"the company 's liability , and the liability of any other company parties , to you or any third parties in any circumstance is limited to the greater of the fees you have paid us for any gifts and u.s. $ 100 .",LexGLUE_UnfairToS
Limitation of Liability,"the company reserves the right , in its sole discretion , to restrict , suspend , or terminate this eula and your access to all or any part of the service at any time without prior notice or liability if you breach any provision of this eula or violate the rights of any third party copyright owner of musical works or sound recordings .",LexGLUE_UnfairToS
Unilateral Change,the company may further terminate this eula for any other reason upon ten ( 10 ) days ' notice to you using the email address associated with your account credentials .,LexGLUE_UnfairToS
Limitation of Liability,"the company reserves the right to change , suspend , or discontinue all or any part of the service at any time without prior notice or liability .",LexGLUE_UnfairToS
Arbitration,this eula is governed by the internal substantive laws of the state of california without respect to its conflict of laws provisions .,LexGLUE_UnfairToS
Unilateral Termination,"you expressly agree to submit to the exclusive personal jurisdiction of the state and federal courts sitting in san francisco county , california .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"by signing up or otherwise using the spotify service , websites , and software applications ( together , the `` spotify service '' or `` service '' ) , or accessing any content or material that is made available by spotify through the service ( the `` content '' ) you are entering into a binding contract with the spotify entity indicated at the bottom of this document .",LexGLUE_UnfairToS
Content Removal,"occasionally we may , in our discretion , make changes to the agreements .",LexGLUE_UnfairToS
Choice of Law / Jurisdiction,"in some cases , we will notify you in advance , and your continued use of the service after the changes have been made will constitute your acceptance of the changes .",LexGLUE_UnfairToS
Limitation of Liability,"spotify reserves the right , in its absolute discretion , to determine your eligibility for a trial , and , subject to applicable laws , to withdraw or to modify a trial at any time without prior notice and with no liability , to the greatest extent permitted under the law .",LexGLUE_UnfairToS
Contract Termination,"in all cases , spotify reserves the right to remove or disable access to any user content for any or no reason , including but not limited to , user content that , in spotify 's sole discretion , violates the agreements .",LexGLUE_UnfairToS
Unilateral Change,you acknowledge and agree that posting any such user content may result in immediate termination or suspension of your spotify account .,LexGLUE_UnfairToS
Contract Termination,you also agree that spotify may also reclaim your username for any reason .,LexGLUE_UnfairToS
Limitation of Liability,"to the extent permissible under applicable law , spotify reserves the right , periodically and at any time , to modify or discontinue , temporarily or permanently , functions and features of the spotify service , with or without notice , all without liability to you , except where prohibited by law , for any interruption , modification , or discontinuation of the spotify service or any function or feature thereof .",LexGLUE_UnfairToS
Contract Termination,"spotify and/or the owners of any content may , from time to time , remove any such content without notice to the extent permitted by applicable law .",LexGLUE_UnfairToS
Contract Termination,you also acknowledge and agree that spotify may remove or reclaim your username at any time if spotify in its absolute discretion considers such action appropriate .,LexGLUE_UnfairToS
Content Removal,"spotify may change the price for the paid subscriptions , pre-paid period ( for periods not yet paid for ) , or codes from time to time , and will communicate any price changes to you in advance and , if applicable , how to accept those changes .",LexGLUE_UnfairToS
Unilateral Change,"spotify may terminate the agreements or suspend your access to the spotify service at any time , including in the event of your actual or suspected unauthorised use of the spotify service and/or content , or non-compliance with the agreements .",LexGLUE_UnfairToS
